Task Type,Task ID,Task Name,Status,Task Content,Assignee,Priority,Latest Comment,Comment Count,Assigned Comment Count,Due Date,Start Date,Date Created,Date Updated,Date Closed,Date Done,Created By,Space,Folder,List,Subtask ID's,Subtask URL's,tags,Lists,Sprints,Linked Tasks,Linked Docs,Time Logged,Time Logged Rolled Up,Time Estimate,Time In Status,Points Estimate,Points Estimate Rolled Up,Ad-Hoc Capacity (number),Additional Comments (text),Assets Check Days (short text),Category (drop down),Context (labels),Coordinator (drop down),External Comms (Form Entry) (drop down),FADMIN Merchant Page (url),FQC (drop down),FQC (Form Entry) (drop down),FQC Capacity (number),FTP Path (url),Flyer Cadence (drop down),Flyer Review (drop down),Flyer Review Guide (url),Flyer Run (url),Flyer Type ID (short text),Focus (drop down),Lead (drop down),Lead (Form Entry) (short text),Merchant (drop down),Merchant ID (short text),Merchant Name (short text),OneGuide (url),Package (drop down),Page Swap Guide Audit (drop down),Page Swaps & Revisions (drop down),Page Swaps & Revisions (Form Entry) (drop down),Parent Banner (drop down),Preview Days (short text),Processor (Form Entry) (short text),Requester Name (short text),Retailer (drop down),Retailer Info (labels),Segment (drop down),Tier (drop down),Total Capacity Owned (formula),Upload (drop down),Upload (Form Entry) (drop down),Upload Capacity (number),⚡ Create New Run Task on PS Board (button),👀 Off-App Check (drop down),🗓 Scheduled Until (date)
Task,86dzp2nm2,Albertsons - Southwest - SP,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:45 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,8,Grocery,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/5661/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/5661/ftp_files,Ad-Hoc,,,,11711,,Julia Burch,,,5661,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i2,,,OPS,,ABSCo,5,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dzp2ne8,Albertsons Denver,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:32 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,7,Grocery,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/5661/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/5661/ftp_files,Weekly,,,,10451,,Julia Burch,,,5661,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,4,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dzp2nf3,Albertsons Intermountain,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:34 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,7,Grocery,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/5661/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/5661/ftp_files,Weekly,,,,10452,,Julia Burch,,,5661,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,4,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dtu2q6x,Albertsons Market,active retailers,"All 4 merchants have one weekly ad delivered over 1 email (all share the same single codesheet).
Once the email comes in, Flex must forward the email 3 more times to create unique cards.
",[],none,,0,0,,,"Thursday, June 13th 2024, 6:25:04 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,5,,7,Grocery,,Ebony Powell,,https://fadmin.flippback.com/merchants/2740/dashboard,PS Eligible,,10,https://fadmin.flippback.com/merchants/2740/ftp_files,Weekly,,,,2759,,Julia Burch,,,2740,,https://docs.google.com/document/d/1l1GMsqQKNZWhsjFWMfGMejfaEhn_lkfJ6UkVerY54-c/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,4,,,Albertsons Market,,Core PLUS,1,25,PS Eligible,,10,,,"Monday, February 22nd 2027"
Task,86dzp2nga,Albertsons Portland,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:37 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,7,Grocery,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/5661/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/5661/ftp_files,Weekly,,,,10453,,Julia Burch,,,5661,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,4,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dzp2nh8,Albertsons Seattle,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:39 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,7,Grocery,,Ebony Powell,,https://fadmin.flippback.com/merchants/5661/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/5661/ftp_files,Weekly,,,,10454,,Julia Burch,,,5661,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,4,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dzp2nhu,Albertsons SoCal,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:40 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,7,Grocery,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/5661/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/5661/ftp_files,Weekly,,,,8143,,Julia Burch,,,5661,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,4,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dzp2njy,Albertsons Southern,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:43 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,7,Grocery,,Rushia Fernandes,,https://fadmin.flippback.com/merchants/5661/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/5661/ftp_files,Weekly,,,,10455,,Julia Burch,,,5661,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,4,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dzp2nku,Albertsons Southwest,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:45 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,7,Grocery,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/5661/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/5661/ftp_files,Weekly,,,,10456,,Julia Burch,,,5661,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,4,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dtu2p44,Alf Curtis,active retailers,"M1000 Account. Auto upload. (when it works)
",[],none,,0,0,,,"Thursday, June 13th 2024, 6:20:49 pm -04:00","Thursday, April 16th 2026, 9:39:23 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,5,,,"Home Goods, Furniture & Appliances",,Marion Kang,,https://fadmin.flippback.com/merchants/5132/dashboard,PS Eligible,,5,https://fadmin.flippback.com/merchants/5132/ftp_files,Ad-Hoc,,,,6747,,SE,,,5132,,https://docs.google.com/document/d/1StNp8FYO2XhLYDtEDmnXG0sORDx40_SVvUSEySeUO4Y/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,,,,,Alf Curtis,,Longtail,4,20,PS Eligible,,10,,,
Task,86dtu2q71,Amigos United,active retailers,"All 4 merchants have one weekly ad delivered over 1 email (all share the same single codesheet).
Once the email comes in, Flex must forward the email 3 more times to create unique cards.
",[],none,,0,0,,,"Thursday, June 13th 2024, 6:25:05 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,16460 hours,,0,5,,7,Grocery,,Ebony Powell,,https://fadmin.flippback.com/merchants/5132/dashboard,PS Eligible,,10,https://fadmin.flippback.com/merchants/2495/ftp_files,Weekly,,,,2754,,Julia Burch,,,2495,,https://docs.google.com/document/d/11Tbgs2fk_tOUgMdo1ih70filQZ2JXsfJo9GJSW5iI1o/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,4,,,Amigos United,,Core PLUS,1,25,PS Eligible,,10,,,"Tuesday, December 30th 2025"
Task,86dtu2p4h,ANBL,active retailers,"ensure valid dates are correct for individual items
check that item size/volumn is correct (mL/L)
",[],none,,0,0,,,"Thursday, June 13th 2024, 6:20:53 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,45m,16151 hours,,0,0,,7,"Alcohol, Wine and Spirits",,Marion Kang,,https://fadmin.flippback.com/merchants/3714/dashboard,PS Eligible,,40,https://fadmin.flippback.com/merchants/3714/ftp_files,Weekly,,,,9647,,Alexandra Van Wissen,,,3714,,https://docs.google.com/document/d/1NP9ABmUkrdWsU0gSzNKb5iB9slwnBKyppeWdOobxlcY/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,,,,,ANBL,,Longtail,3,50,PS Eligible,,10,,,
Task,86dzp2nmy,Andronico's Community Markets,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:47 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,7,Grocery,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/2668/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/2668/ftp_files,Weekly,,,,8211,,Julia Burch,,,2668,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,4,,,,,Longtail,,,PS Eligible,,,,,
Task,86dzp2nnp,Andronicos Community Markets - EG,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:49 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,3,Grocery,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/2668/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/2668/ftp_files,Ad-Hoc,,,,11039,,Julia Burch,,,2668,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i4,,,OPS,,ABSCo,1,,,,,Longtail,,,PS Eligible,,,,,
Task,86dzp2nnj,Andronicos Community Markets - GMI,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:48 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,7,Grocery,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/2668/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/2668/ftp_files,Ad-Hoc,,,,11463,,Julia Burch,,,2668,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i3,,,OPS,,ABSCo,4,,,,,Longtail,,,PS Eligible,,,,,
Task,86dzp2nn6,Andronicos Community Markets - SP,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:47 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,7,Grocery,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/2668/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/2668/ftp_files,Ad-Hoc,,,,10962,,Julia Burch,,,2668,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i2,,,OPS,,ABSCo,4,,,,,Longtail,,,PS Eligible,,,,,
Task,86dzp2nnt,Andy's Quality Market,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:49 pm -05:00","Friday, April 17th 2026, 10:02:08 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,5,Grocery,,Shabaz Malik,,https://fadmin.flippback.com/merchants/6768/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/6768/ftp_files,Bi-Weekly,,,,12009,,Addie Dobson,,,6768,,https://docs.google.com/document/d/11nBej2Mg5fQvG_SWCt8pMfJQfbWkJx5SmLXd-lluPv4/edit?tab=t.0#heading=h.gejosyr0iiv6,,,OPS,,,,,,,,Longtail,,,PS Eligible,,,,,
Task,86dubzg44,Animo Etc,active retailers,,[],none,,0,0,,,"Monday, August 12th 2024, 10:26:51 am -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,14982 hours,,0,0,,5,Pet Care,,Ebony Powell,,https://fadmin.flippback.com/merchants/6466/dashboard,PS Eligible,,20,https://fadmin.flippback.com/merchants/6466/ftp_files,Monthly,,,,10926,,SE,,,6466,,https://docs.google.com/document/d/1NcVu39V49xZf6074e9wjJbjA-f4I59JHoKCqBsSWjlA/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,,,,,Animo Etc,,Longtail,3,30,PS Eligible,,10,,,
Task,86duaxntc,Ashley Homestore Atlantic,active retailers,"Tier is an estimate as it’s a newly onboarded retailer
",[],none,,0,0,,,"Wednesday, August 7th 2024, 9:24:20 am -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,15m,15146 hours,,0,0,,7,"Home Goods, Furniture & Appliances",,Ebony Powell,,https://fadmin.flippback.com/merchants/3274/dashboard,PS Eligible,,10,https://fadmin.flippback.com/merchants/3274/ftp_files,Monthly,,,,11820,,Alexandra Van Wissen,,,3274,,https://docs.google.com/document/d/155SJO0VK30PwC9M3pKfhDgTV_SBZjQ6NbFGh7kGJ_IA/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,,,,,Ashley Homestore Atlantic,,Longtail,4,15,PS Eligible,,5,,,
Task,86dzp2np1,Asian Food Centre,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:50 pm -05:00","Tuesday, April 14th 2026, 11:11:16 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,2,Grocery,,Pending,,https://fadmin.flippback.com/merchants/3308/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/3308/ftp_files,Weekly,,,,3493,,Addie Dobson,,,3308,,https://docs.google.com/document/d/1HGaPwyqzNy-3C_2CbOqBhPG_DE491TThCQdp6cKoYW4/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,,,,,,,Longtail,,,PS Eligible,,,,,"Wednesday, March 17th 2027"
Task,86dzp2npy,Atlas Tools & Machinery,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:56:50 pm -05:00","Tuesday, April 14th 2026, 11:11:29 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,3,Home Improvement,,Pending,,https://fadmin.flippback.com/merchants/6491/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/6491/ftp_files,Ad-Hoc,,,,11006,,Addie Dobson,,,6491,,https://docs.google.com/document/d/1upxsU_m0Gr4oiduFMU-fvd5U6_3A9IV5aaTtKhuo-AU/edit#heading=h.y2dgj7b691i1,,,PS Eligible,,,,,,,,Longtail,,,PS Eligible,,,,,
Task,86dv34yyv,Atmosphere,active retailers,"Vendor set up is just flyer ID and marking ready in VAST
",[],none,,0,0,,,"Monday, November 4th 2024, 9:55:15 am -05:00","Thursday, April 16th 2026, 8:01:17 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,12934 hours,,0,0,,,Sports & Outdoor,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/1578/dashboard,PS Eligible,,20,https://fadmin.flippback.com/merchants/1578/ftp_files,Ad-Hoc,,,,3,,Rachel Kyryliuk,,,1578,,https://docs.google.com/document/d/182c2hoW1eaRrOBKWfKJS5zzGkzqJ80xlSzkQ4Xrgjjw/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,Canadian Tire,,,,Atmosphere,,Core PLUS,2,25,PS Eligible,,5,,,
Task,86duwhf5g,Axep,active retailers,"3-FL already owns upload & some Pre-FQC tasks

Request for PSS to complete FQCs

Doc will still own comms & any ad-hoc changes (store code flips, pg swaps)
",[],none,,0,0,,,"Thursday, October 10th 2024, 3:59:52 pm -04:00","Thursday, April 16th 2026, 8:01:59 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,13606 hours,,0,,,5,Grocery,,Shabaz Malik,,https://fadmin.flippback.com/merchants/3488/dashboard,PS Eligible,,10,https://fadmin.flippback.com/merchants/3488/ftp_files,Weekly,,,,5998,,Roni Grigorian,,,3488,,https://docs.google.com/document/d/1OqBJfSMaaF1ehUichTWDQkf1SFEYv7RNk1xMVkfGWeU/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,Loblaw Companies,,,,Axep,,Core PLUS,1,10,OPS,,,,,"Tuesday, December 29th 2026"
Task,86dzp2p9g,Balducci's,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:57:39 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,9,Grocery,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/3527/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/3527/ftp_files,Weekly,,,,10715,,Julia Burch,,,3527,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i1,,,OPS,,ABSCo,6,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dzp2p9n,Balduccis - Ad Hoc,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:57:40 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,3,Grocery,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/3527/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/3527/ftp_files,Ad-Hoc,,,,11464,,Julia Burch,,,3527,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i3,,,OPS,,ABSCo,1,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86dzp2p9j,Balduccis - BS,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 4:57:40 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,1149 hours,,0,,,3,Grocery,,Annastiina Peltola,,https://fadmin.flippback.com/merchants/3527/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/3527/ftp_files,Ad-Hoc,,,,12132,,Julia Burch,,,3527,,https://docs.google.com/document/d/183GtNwUcM9JLHJpxIRREZrJXAirNAP8ctKJ5I8aFeS8/edit#heading=h.y2dgj7b691i2,,,OPS,,ABSCo,1,,,,,Core PLUS,,,PS Eligible,,,,,
Task,86du37jnz,Bath Depot,active retailers,,[],none,,0,0,,,"Wednesday, July 10th 2024, 2:52:34 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,55m,15677 hours,,0,0,,,"Home Goods, Furniture & Appliances",,Jessica Tam,,https://fadmin.flippback.com/merchants/3297/dashboard,PS Eligible,,15,https://fadmin.flippback.com/merchants/3297/ftp_files,Ad-Hoc,,,,11449,,Rachel Kyryliuk,,,3297,,https://docs.google.com/document/d/1ZKUIEoqWAK7bWLqHmWm_L_63XU-9M1pyxZD6ufSkbHA/edit?tab=t.0#heading=h.y2dgj7b691i1,,Generic Instructions,PS Eligible,,,,,,Bath Depot,,Longtail,4,30,PS Eligible,,15,,,
Task,86e0k1gkq,Belmont Sécurité,active retailers,"
",[],none,,0,0,,,"Thursday, March 26th 2026, 12:15:43 pm -04:00","Wednesday, April 15th 2026, 4:28:41 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,35m,725 hours,,0,,,8,[Brand],,Adnela Fejzulovic,,https://fadmin.flippback.com/merchants/6781/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/6781/ftp_files,Ad-Hoc,,,,12071,,Addie Dobson,,,6781,,https://docs.google.com/document/d/1-gjwi_s1twskWXYjnRywlmLx1LoC_SqarqG7Ph-5Mao/edit?usp=sharing,,,PS Eligible,,,,,,Belmont Sécurité,,Longtail,,,PS Eligible,,,,,
Task,86dtu2p5f,Ben Moss,active retailers,,[],none,,0,0,,,"Thursday, June 13th 2024, 6:21:05 pm -04:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,35m,16460 hours,,0,0,,7,Specialty,,,,https://fadmin.flippback.com/merchants/2138/dashboard,PS Eligible,,15,https://fadmin.flippback.com/merchants/2138/ftp_files,Ad-Hoc,,,,9681,,Diandra Gonzalez Charris,,,2138,,https://docs.google.com/document/d/1h2fGS4vyug1-vB1zkmF_Zbv4x60YfTi3vz7-COvVL-0/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,Charm Diamond Centres,,,,Ben Moss,,Longtail,4,25,PS Eligible,,10,,,
Task,86dzp0zf5,Besso Floor & Decor,active retailers,"
",[],none,,0,0,,,"Friday, February 6th 2026, 3:48:11 pm -05:00","Thursday, April 9th 2026, 10:40:44 am -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,40h,1990 hours,,0,,,5,Home Improvement,,Megan Kernaghan,,https://fadmin.flippback.com/merchants/7199/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/7199/ftp_files,Monthly,,,,12238,,Megan Kernaghan,,,7199,,https://docs.google.com/document/d/17APpcyHVawDKTbraTBGZ869cZ8JWN1vHTdQDYpeDoIk/edit?usp=sharing,,,PS Eligible,,,,,,Besso Floor & Decor,,Longtail,Longtail,,PS Eligible,,,,,
Task,86e0k1gm9,Better Health Market,active retailers,"
",[],none,,0,0,,,"Thursday, March 26th 2026, 12:15:44 pm -04:00","Wednesday, April 15th 2026, 4:29:04 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,20m,725 hours,,0,,,5,Grocery,,Ebony Powell,,https://fadmin.flippback.com/merchants/6742/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/6742/ftp_files,Monthly,,,,11949,,Alexandra Van Wissen,,,6742,,https://docs.google.com/document/d/1K76LeYgaWPfZ7LMdOOVxT1W7MA6ROmyEgtmkA7fD1V0/edit?tab=t.0#heading=h.y2dgj7b691i1,,,OPS,,,,,,Better Health Market,,Longtail,,,PS Eligible,,,,,
Task,86e0k1gda,Big Y,active retailers,"Weekly publications are processed using a json file and we also build a SKU document for Vendors.
",[],none,,0,0,,,"Thursday, March 26th 2026, 12:15:32 pm -04:00","Wednesday, April 15th 2026, 4:29:20 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,55m,725 hours,,0,,,6,Grocery,,Shabaz Malik,,https://fadmin.flippback.com/merchants/2483/dashboard,PS Eligible,,,https://fadmin.flippback.com/merchants/2483/ftp_files,Weekly,,,,11839,,Megan Kernaghan,,,2483,,https://docs.google.com/document/d/12T2BKJJ18_9pOj0CHFXS6c_8QSVa5ZqXOUVt-VLQ4jg/edit?tab=t.0#heading=h.y2dgj7b691i1,,,PS Eligible,,,,,,Big Y,,Core,,,PS Eligible,,,,,
Task,86durc3jm,Blain's Farm & Fleet (2803),active retailers,"m1000 retailer, all processing instructions in notes
",[],none,,0,0,,,"Wednesday, September 25th 2024, 3:37:12 pm -04:00","Wednesday, April 15th 2026, 4:31:04 pm -04:00",,,Matt Smith,VSM - Processing Support,hidden,PS Retailer Hub,[],[],,[PS Retailer Hub],[],,,,,,13606 hours,,0,0,,,Grocery,,,,https://fadmin.flippback.com/merchants/2662/dashboard,PS Eligible,,35,https://fadmin.flippback.com/merchants/2662/ftp_files,Ad-Hoc,,,,2803,,,,,2662,,https://docs.google.com/document/d/1DZtGrW4f6uDhf749DLyi05L0FRW2q_ONK2pvw1Ukb7o/edit#heading=h.y2dgj7b691i1,,Instructions Missing,PS Eligible,,,,,,Blain's Farm & Fleet (2803),,Organic Indexed,4,40,PS Eligible,,5,,,
